FID,OBJECTID,UIDENT,NAW1_EN,NAW1_SP,NAW1_FR,NAW2_EN,NAW2_SP,NAW2_FR,NAW3_EN,NAW3_SP,NAW3_FR,NAW4_EN,NAW4_SP,NAW4_FR,TRANS_BND,MAP_COLOR,INTERNAL,FED_REF,COUNTRY,USA_REG,USA_SUB,USA_ACC,USA_REG_NA,USA_SUB_NA,USA_ACC_NA,CAN_MDA,CAN_SDA,CAN_MDA_EN,CAN_MDA_FR,CAN_SDA_EN,CAN_SDA_FR,MEX_FC_RH,MEX_REG_RH,EDIT_DATE,EDIT,comments,Shape_Leng,Shape_Area
112,113,11316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,16201.787489799999094,8849976.860379999503493
113,114,11416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,74621.032164499993087,74998048.092399999499321
114,115,11516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,39901.886322500002279,41814518.025700002908707
115,116,11616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,44272.001370600002701,46163510.160300001502037
116,117,11716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,24086.675117800001317,8699115.744999999180436
117,118,11816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,36067.812902799996664,22813570.129599999636412
118,119,11916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,22574.665046999998594,7043908.508530000224710
119,120,12016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,251354.443956000002800,2268759816.769999980926514
120,121,12116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Lerma - Santiago,Lerma - Santiago,Lerma - Santiago,-999,50,-999,16713,MEX,-999,-999,-999, , , , , , , , , ,16713,LERMA - SANTIAGO,20081020,NEW, ,2806293.454750000033528,135181804630.000000000000000
121,122,12216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,54719.871485499999835,108731998.700000002980232
122,123,12316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,55551.887731800001347,48284268.592699997127056
123,124,12416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,11849.533858000000691,9407538.673949999734759
124,125,12516,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Puerto Rico,Puerto Rico,Puerto Rico,-999,20,-999,210100,USA,21,2101,210100,Caribbean Region,Puerto Rico,Puerto Rico, , , , , , ,-999, ,20091106,EDT, ,30221.542942500000208,59889107.032300002872944
125,126,12616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,119429.106658000004245,789356938.608999967575073
126,127,12716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15825.718322000000626,15015980.068099999800324
127,128,12816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,11545.584189499999411,9229846.883099999278784
128,129,12916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,42936.315830999999889,17824774.260699998587370
129,130,13016,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,Pánuco,Pánuco,Pánuco,-999,30,-999,16728,MEX,-999,-999,-999, , , , , , , , , ,16728,PÁNUCO,20081020,NEW, ,2267928.901140000205487,98080924508.699996948242188
130,131,13116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,77050.467798099998618,183639437.250999987125397
131,132,13216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,47435.692065700000967,166055164.356000006198883
132,133,13316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,92443.494895600000746,307675101.346000015735626
133,134,13416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,2295920.416939999908209,74401177005.000000000000000
134,135,13516,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Virgin Islands,Virgin Islands,Virgin Islands,-999,20,-999,210200,USA,21,2102,210200,Caribbean Region,Virgin Islands,Virgin Islands, , , , , , ,-999, ,20081020,NEW, ,85417.440148699999554,227974940.145000010728836
135,136,13616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,40368.705175900002359,104077972.222000002861023
136,137,13716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,45320.693283699998574,105860032.579999998211861
137,138,13816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,236784.329239999991842,1483872143.349999904632568
138,139,13916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27231.098656699999992,23276475.683299999684095
139,140,14016,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Puerto Rico,Puerto Rico,Puerto Rico,-999,20,-999,210100,USA,21,2101,210100,Caribbean Region,Puerto Rico,Puerto Rico, , , , , , ,-999, ,20091106,EDT, ,68896.351745699997991,148642598.342000007629395
140,141,14116,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,San Fernando - Soto La Marina,San Fernando - Soto La Marina,San Fernando - Soto La Marina,-999,30,-999,16727,MEX,-999,-999,-999, , , , , , , , , ,16727,SAN FERNANDO - SOTO LA MARINA,20081020,NEW, ,13564.022266399999353,6171777.070559999905527
141,142,14216,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Puerto Rico,Puerto Rico,Puerto Rico,-999,20,-999,210100,USA,21,2101,210100,Caribbean Region,Puerto Rico,Puerto Rico, , , , , , ,-999, ,20091106,EDT,split for 3 and 17,464537.050268999999389,8800069408.450000762939453
142,143,14316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,36310.931664099996851,97170361.342700004577637
143,144,14416,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Puerto Rico,Puerto Rico,Puerto Rico,-999,20,-999,210100,USA,21,2101,210100,Caribbean Region,Puerto Rico,Puerto Rico, , , , , , ,-999, ,20091106,EDT, ,26366.887126699999499,32132120.963399998843670
144,145,14516,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,63476.762996799996472,153812470.514999985694885
145,146,14616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,36631.425394600002619,28837800.719000000506639
146,147,14716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,45329.022845300001791,36096368.030900001525879
147,148,14816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,45865.802664900002128,29273564.465700000524521
148,149,14916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,72965.980410499993013,185837305.891999989748001
149,150,15016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,22222.977697599999374,18516584.108100000768900
150,151,15116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,34664.127603100001579,17181097.054200001060963
151,152,15216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,19598.483499300000403,24761613.332800000905991
152,153,15316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,13518.586016999999629,12780230.405099999159575
153,154,15416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,32855.268429000003380,23696861.531500000506639
154,155,15516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,83543.670513699995354,101958898.266000002622604
155,156,15616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,261849.797785000002477,885915098.570000052452087
156,157,15716,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Virgin Islands,Virgin Islands,Virgin Islands,-999,20,-999,210200,USA,21,2102,210200,Caribbean Region,Virgin Islands,Virgin Islands, , , , , , ,-999, ,20081020,NEW, ,48140.112687399996503,84723636.724800005555153
157,158,15816,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,114754.602658000003430,43317285.891099996864796
158,159,15916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,3646983.507830000016838,105838406102.000000000000000
159,160,16016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,47068.655145299999276,32894848.680300001055002
160,161,16116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,32046.302629800000432,21372940.991300001740456
161,162,16216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,42162.342996200000925,14609779.499500000849366
162,163,16316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,70583.601782099998672,305742202.018999993801117
163,164,16416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,26732.035877099999198,21697242.410799998790026
164,165,16516,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Virgin Islands,Virgin Islands,Virgin Islands,-999,20,-999,210200,USA,21,2102,210200,Caribbean Region,Virgin Islands,Virgin Islands, , , , , , ,-999, ,20081020,NEW, ,40884.103177899996808,61303876.115199998021126
165,166,16616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,16737.124493499999517,11675698.293899999931455
166,167,16716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,48254.488347799997428,49057503.306599996984005
167,168,16816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,23884.426001399999222,15208101.719599999487400
168,169,16916,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,50927.236073599997326,121280836.508000001311302
169,170,17016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,14187.982843300000241,12704302.639000000432134
170,171,17116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,20433.392520000001241,17484851.956199999898672
171,172,17216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,21992.758409999998548,12864972.035000000149012
172,173,17316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15003.227805799999260,11011959.158900000154972
173,174,17416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,33001.803538599997410,18665327.336699999868870
174,175,17516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,98621.872336500004167,90019717.660300001502037
175,176,17616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,21481.751279200001591,18579839.473000001162291
176,177,17716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,19439.074552999998559,14551585.585899999365211
177,178,17816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,40751.386832600001071,31532088.702899999916553
178,179,17916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,217122.416433000005782,1570628580.690000057220459
179,180,18016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,40486.994262899999740,66010070.188299998641014
180,181,18116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,83510.307507699995767,234504468.742000013589859
181,182,18216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , ,Presidio - San Pedro,Presidio - San Pedro,Presidio - San Pedro,-999,50,-999,16712,MEX,-999,-999,-999, , , , , , , , , ,16712,PRESIDIO - SAN PEDRO,20081020,NEW, ,1520438.866639999905601,52400794607.800003051757813
182,183,18316,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,San Fernando - Soto La Marina,San Fernando - Soto La Marina,San Fernando - Soto La Marina,-999,30,-999,16727,MEX,-999,-999,-999, , , , , , , , , ,16727,SAN FERNANDO - SOTO LA MARINA,20081020,NEW, ,12745.577381700000842,6250470.625249999575317
183,184,18416,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,52592.884694100001070,127867478.122999995946884
184,185,18516,Gulf of Mexico,Golfo de México,Golfe du Mexique,El Salado,El Salado,El Salado, , , ,El Salado,El Salado,El Salado,-999,36,1,16741,MEX,-999,-999,-999, , , , , , , , , ,16741,El Salado,20100406,EDT,would flow to two NAW2's!,2025525.808770000003278,88575226935.899993896484375
185,186,18616, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,37398.398672199997236,32872783.828299999237061
186,187,18716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,26469.425025500000629,15270145.190300000831485
187,188,18816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,22059.040300699998625,25383108.018699999898672
188,189,18916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,44228.608767999998236,119843222.370000004768372
189,190,19016,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,84908.871800900000380,92364199.202800005674362
190,191,19116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,46638.139630300000135,100300872.130999997258186
191,192,19216,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,26622.634477700001298,29419070.914700001478195
192,193,19316, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,13930.203584000000774,9015555.360419999808073
193,194,19416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,54696.470165099999576,190637291.352999985218048
194,195,19516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,35672.252036199999566,41550499.582599997520447
195,196,19616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,69188.813017899999977,170733391.275000005960464
196,197,19716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,56352.681012200002442,78821543.496000006794930
197,198,19816,Gulf of Mexico,Golfo de México,Golfe du Mexique,Gulf of Mexico Seaboard,Litoral Golfo de México,Littoral Golfe du Mexique, , , ,San Fernando - Soto La Marina,San Fernando - Soto La Marina,San Fernando - Soto La Marina,-999,30,-999,16727,MEX,-999,-999,-999, , , , , , , , , ,16727,SAN FERNANDO - SOTO LA MARINA,20081020,NEW, ,1813069.674000000115484,54826787592.900001525878906
198,199,19916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27452.053556499999104,27151392.230799999088049
199,200,20016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,13777.003213399999368,7377264.564100000075996
200,201,20116,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,52337.541942000003473,41955703.627400003373623
201,202,20216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,27068.391058500001236,25478515.646999999880791
202,203,20316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,15975.566497699999672,13988158.593100000172853
203,204,20416, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,62508.574723400000948,121718338.731999993324280
204,205,20516, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,22212.905331199999637,21266206.155699998140335
205,206,20616,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,137093.580267999990610,280668329.475000023841858
206,207,20716, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,42664.675604500000190,54649307.802500002086163
207,208,20816, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,55993.544830400001956,123406409.158999994397163
208,209,20916, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,54395.648936600002344,129991962.074000000953674
209,210,21016, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,3311.571481150000182,814706.015064000035636
210,211,21116, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,5009.349602909999703,1337111.786370000103489
211,212,21216, , , , , , , , , , , , ,-999,2,-999, ,FN,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,37778.738695200001530,30590690.644000001251698
212,213,21316,Pacific Ocean,Océano Pacífico,Océan Pacifique,Pacific Ocean Seaboard,Litoral Océano Pacífico,Littoral Océan Pacifique, , , , , , ,-999,50,-999, ,MEX,-999,-999,-999, , , , , , , , , ,-999, ,20081020,NEW, ,46765.611849300003087,42426797.178800001740456
213,214,21416,Atlantic Ocean,Océano Atlántico,Océan Atlantique,Atlantic Ocean Seaboard,Litoral Océano Atlántico,Littoral Océan Atlantique, , , ,Southern Flordia,Southern Flordia,Southern Flordia,-999,20,-999,030902,USA,3,309,30902,South Atlantic-Gulf Region,Southern Florida.,Southern Flordia, , , , , , ,-999, ,20091106,EDT,split for 3 and 5,19674.410834400001477,8011679.167109999805689
